URL de la noticia o sitio,Análisis de PLN,timestamp
https://www.marca.com/futbol/champions-league/cronica/2026/04/14/atletico-proclama-republica.html,"'
        📊 RESULTADOS DEL ANÁLISIS:
        --------------------------
        Título: El Atlético proclama la república
        Cantidad total de palabras: 1530
        Palabras únicas: 738
        Riqueza léxica: 48.24%
        ",2026-04-14 21:11:39.387005
