Pegá el link aquí,output,timestamp
https://www.marca.com/futbol/champions-league/cronica/2026/04/14/atletico-proclama-republica.html,Procesando la web: https://www.marca.com/futbol/champions-league/cronica/2026/04/14/atletico-proclama-republica.html,2026-04-14 21:14:50.818193
